GO.ID	Description	p.Val	FDR	Phenotype	Genes
GO:0007167	enzyme linked receptor protein signaling pathway	2.23498598214562e-06	2.23498598214562e-06	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
GO:0048666	neuron development	5.06540067339968e-06	5.06540067339968e-06	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
GO:0007498	mesoderm development	6.73978458957376e-06	6.73978458957376e-06	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992,ENSG00000142627
GO:0032989	cellular component morphogenesis	7.15213345964853e-06	7.15213345964853e-06	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
GO:0006334	nucleosome assembly	8.24048267188927e-06	8.24048267188927e-06	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000238074,ENSG00000258992
GO:0033674	positive regulation of kinase activity	8.28999138855158e-06	8.28999138855158e-06	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317
GO:0031497	chromatin assembly	2.16499411773891e-05	2.16499411773891e-05	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000238074,ENSG00000258992
GO:0051347	positive regulation of transferase activity	2.91183902104194e-05	2.91183902104194e-05	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317
GO:0034728	nucleosome organization	5.22083551973482e-05	5.22083551973482e-05	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000238074,ENSG00000258992
GO:0006333	chromatin assembly or disassembly	6.05430564268136e-05	6.05430564268136e-05	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000238074,ENSG00000258992
GO:0030182	neuron differentiation	7.13011605998849e-05	7.13011605998849e-05	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
GO:0043085	positive regulation of catalytic activity	0.000117590674484012	0.000117590674484012	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000156103,NLRP1
GO:0006323	DNA packaging	0.000121196500729582	0.000121196500729582	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000238074,ENSG00000258992
GO:0008406	gonad development	0.000189172734335245	0.000189172734335245	+1	ENSG00000168757,ENSG00000184895,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
GO:0120036	plasma membrane bounded cell projection organization	0.000216309498956726	0.000216309498956726	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
GO:0045137	development of primary sexual characteristics	0.000226896012855916	0.000226896012855916	+1	ENSG00000168757,ENSG00000184895,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
GO:0048699	generation of neurons	0.00028639655988331	0.00028639655988331	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
GO:0030030	cell projection organization	0.000295597664102322	0.000295597664102322	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
GO:0043549	regulation of kinase activity	0.000478718503515636	0.000478718503515636	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317
GO:0065004	protein-DNA complex assembly	0.000511566292847627	0.000511566292847627	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000238074,ENSG00000258992
GO:0048731	system development	0.000584097161928827	0.000584097161928827	+1	ENSG00000099721,ENSG00000168757,ENSG00000184895,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364,ENSG00000156103
GO:0022008	neurogenesis	0.000637975572310861	0.000637975572310861	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
GO:0007548	sex differentiation	0.00080802977303435	0.00080802977303435	+1	ENSG00000168757,ENSG00000184895,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
GO:0007275	multicellular organism development	0.00082696392210998	0.00082696392210998	+1	ENSG00000099721,ENSG00000129824,ENSG00000168757,ENSG00000184895,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364,ENSG00000156103
GO:0060485	mesenchyme development	0.000912283161823053	0.000912283161823053	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992,ENSG00000044524
GO:0051338	regulation of transferase activity	0.00143545786691366	0.00143545786691366	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317
GO:0030154	cell differentiation	0.00146074653570864	0.00146074653570864	+1	ENSG00000168757,ENSG00000184895,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
GO:0071824	protein-DNA complex subunit organization	0.00148268730169046	0.00148268730169046	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000238074,ENSG00000258992
GO:0044093	positive regulation of molecular function	0.0017380334251485	0.0017380334251485	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000156103,NLRP1
GO:0018193	peptidyl-amino acid modification	0.00179253115037839	0.00179253115037839	+1	ENSG00000099725,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317
GO:0071103	DNA conformation change	0.00237577629618474	0.00237577629618474	+1	ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000238074,ENSG00000258992
GO:0016043	cellular component organization	0.00275145300607125	0.00275145300607125	+1	ENSG00000092377,ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000238074,ENSG00000258992,rs17396340,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364,ENSG00000156103,NLRP1
GO:0048869	cellular developmental process	0.00319162957307644	0.00319162957307644	+1	ENSG00000168757,ENSG00000184895,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
GO:0008038	neuron recognition	0.00326045888790375	0.00326045888790375	+1	ENSG00000044524,ENSG00000108947,ENSG00000116106,ENSG00000133216
GO:0042327	positive regulation of phosphorylation	0.00331089458984149	0.00331089458984149	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317
GO:0006928	movement of cell or subcellular component	0.00366171383428019	0.00366171383428019	+1	rs17396340,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
GO:0048856	anatomical structure development	0.00475100266546379	0.00475100266546379	+1	ENSG00000099721,ENSG00000129824,ENSG00000168757,ENSG00000184895,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364,ENSG00000156103
GO:0071840	cellular component organization or biogenesis	0.00502077015857471	0.00502077015857471	+1	ENSG00000092377,ENSG00000168757,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000238074,ENSG00000258992,rs17396340,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364,ENSG00000156103,NLRP1
GO:0097156	fasciculation of motor neuron axon	0.00552523481457051	0.00552523481457051	+1	ENSG00000044524,ENSG00000116106
GO:0040011	locomotion	0.0056870332361389	0.0056870332361389	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
GO:0010562	positive regulation of phosphorus metabolic process	0.0060223238058421	0.0060223238058421	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317
GO:0045937	positive regulation of phosphate metabolic process	0.0060223238058421	0.0060223238058421	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317
GO:0031290	retinal ganglion cell axon guidance	0.0103384274688612	0.0103384274688612	+1	ENSG00000133216,ENSG00000135333,ENSG00000154928
GO:0009653	anatomical structure morphogenesis	0.0116826918506456	0.0116826918506456	+1	ENSG00000184895,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364,ENSG00000156103
GO:0007413	axonal fasciculation	0.0160024114689086	0.0160024114689086	+1	ENSG00000044524,ENSG00000116106,ENSG00000133216
GO:0106030	neuron projection fasciculation	0.0160024114689086	0.0160024114689086	+1	ENSG00000044524,ENSG00000116106,ENSG00000133216
GO:0099557	trans-synaptic signaling by trans-synaptic complex, modulating synaptic transmission	0.0165571882412498	0.0165571882412498	+1	ENSG00000108947,ENSG00000133216
GO:0097155	fasciculation of sensory neuron axon	0.0165571882412498	0.0165571882412498	+1	ENSG00000044524,ENSG00000116106
GO:0048468	cell development	0.0179630261519149	0.0179630261519149	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
GO:0048608	reproductive structure development	0.0195988578579341	0.0195988578579341	+1	ENSG00000168757,ENSG00000184895,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
GO:0061458	reproductive system development	0.0207714983769585	0.0207714983769585	+1	ENSG00000168757,ENSG00000184895,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992
GO:0021952	central nervous system projection neuron axonogenesis	0.0234076402669143	0.0234076402669143	+1	ENSG00000116106,ENSG00000133216,ENSG00000154928
GO:0032502	developmental process	0.0246099990658337	0.0246099990658337	+1	ENSG00000099721,ENSG00000129824,ENSG00000168757,ENSG00000184895,ENSG00000228927,ENSG00000229549,ENSG00000233803,ENSG00000236424,ENSG00000258992,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364,ENSG00000156103
GO:0050790	regulation of catalytic activity	0.0424178659753906	0.0424178659753906	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000156103,NLRP1
GO:0043235	receptor complex	7.78569264255952e-08	7.78569264255952e-08	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317
GO:0031226	intrinsic component of plasma membrane	6.05586500604059e-07	6.05586500604059e-07	+1	ENSG00000099715,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364,ENSG00000156103
GO:0005887	integral component of plasma membrane	2.85693193382869e-05	2.85693193382869e-05	+1	ENSG00000099715,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000156103
GO:0043005	neuron projection	0.000284838650788675	0.000284838650788675	+1	rs17396340,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317
GO:0099055	integral component of postsynaptic membrane	0.0119575094582071	0.0119575094582071	+1	ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333
GO:0098936	intrinsic component of postsynaptic membrane	0.0144200249604429	0.0144200249604429	+1	ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333
GO:0030425	dendrite	0.0154512783537734	0.0154512783537734	+1	rs17396340,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000145242,ENSG00000146904,ENSG00000154928
GO:0097447	dendritic tree	0.0157668738024392	0.0157668738024392	+1	rs17396340,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000145242,ENSG00000146904,ENSG00000154928
GO:0099699	integral component of synaptic membrane	0.0334009547797647	0.0334009547797647	+1	ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333
GO:0120025	plasma membrane bounded cell projection	0.0338004048434027	0.0338004048434027	+1	rs17396340,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317
GO:0099240	intrinsic component of synaptic membrane	0.0451685135638558	0.0451685135638558	+1	ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333
GO:0042995	cell projection	0.0492625733411563	0.0492625733411563	+1	rs17396340,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317
GO:0005005	transmembrane-ephrin receptor activity	6.69135168299681e-40	6.69135168299681e-40	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
GO:0005003	ephrin receptor activity	7.75667417287772e-36	7.75667417287772e-36	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
GO:0004714	transmembrane receptor protein tyrosine kinase activity	3.10455522355037e-26	3.10455522355037e-26	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
GO:0019199	transmembrane receptor protein kinase activity	1.4105115187736e-24	1.4105115187736e-24	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
GO:0004713	protein tyrosine kinase activity	6.72234307393853e-21	6.72234307393853e-21	+1	ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
GO:0004672	protein kinase activity	1.30916258412293e-13	1.30916258412293e-13	+1	ENSG00000099725,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
GO:0016773	phosphotransferase activity, alcohol group as acceptor	1.35255437336737e-12	1.35255437336737e-12	+1	ENSG00000099725,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
GO:0016301	kinase activity	1.02147875351672e-11	1.02147875351672e-11	+1	ENSG00000099725,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
GO:0005004	GPI-linked ephrin receptor activity	2.76479850664322e-11	2.76479850664322e-11	+1	ENSG00000044524,ENSG00000070886,ENSG00000116106,ENSG00000135333,ENSG00000145242
GO:0016772	transferase activity, transferring phosphorus-containing groups	1.76682254061757e-10	1.76682254061757e-10	+1	ENSG00000099725,ENSG00000044524,ENSG00000070886,ENSG00000080224,ENSG00000108947,ENSG00000116106,ENSG00000133216,ENSG00000135333,ENSG00000142627,ENSG00000143590,ENSG00000145242,ENSG00000146904,ENSG00000154928,ENSG00000183317,ENSG00000243364
